Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Australia,AUS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,63.9169998168945,63.2690010070801,62.9679985046387,62.5719985961914,63.076000213623,63.6720008850098,63.6599998474121,63.3009986877441,63.2019996643066,62.9879989624023,63.3600006103516,63.5460014343262,63.6049995422363,63.7879981994629,63.632999420166,64.5390014648438,64.8880004882813,65.3359985351563,65.6159973144531,65.5289993286133,65.5329971313477,65.5530014038086,65.2490005493164,65.0080032348633,64.765998840332,65.0490036010742,64.8929977416992
Austria,AUT,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,55.9469985961914,56.1699981689453,56.8860015869141,57.1360015869141,58.5359992980957,59.0519981384277,58.5320014953613,58.1949996948242,58.4819984436035,58.6269989013672,58.515998840332,57.9529991149902,58.8359985351563,58.7529983520508,56.8110008239746,58.1049995422363,58.4959983825684,59.3810005187988,59.6539993286133,59.976001739502,59.9580001831055,60.0219993591309,60.2960014343262,60.4339981079102,60.1599998474121,60.0999984741211,60.4280014038086
Azerbaijan,AZE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.7540016174316,60.8689994812012,61.7229995727539,62.5750007629395,63.2599983215332,63.6580009460449,63.681999206543,63.5849990844727,63.3810005187988,63.234001159668,63.3129997253418,63.3230018615723,63.3209991455078,63.3230018615723,63.3569984436035,63.4449996948242,63.5620002746582,63.7430000305176,63.8479995727539,63.9449996948242,64.0080032348633,63.9539985656738,64.2740020751953,64.5469970703125,65.052001953125,65.5149993896484,66.2480010986328
"Bahamas, The",BHS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,71.9860000610352,72.8190002441406,73.6289978027344,74.3899993896484,75.0390014648438,75.177001953125,75.2089996337891,75.1800003051758,75.1549987792969,75.1380004882813,75.0859985351563,75.245002746582,75.3960037231445,75.4520034790039,75.4860000610352,75.5419998168945,75.5979995727539,75.6620025634766,75.697998046875,75.7220001220703,75.818000793457,75.7409973144531,75.7460021972656,75.7539978027344,75.7529983520508,75.7259979248047,75.6949996948242
Bahrain,BHR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,64.9140014648438,64.515998840332,64.609001159668,64.8470001220703,65.1849975585938,65.5400009155273,65.2669982910156,65.0630035400391,65.0540008544922,65.3050003051758,65.7880020141602,65.8570022583008,66.1309967041016,66.7630004882813,67.6389999389648,68.6139984130859,69.0449981689453,69.7210006713867,70.5530014038086,71.4250030517578,72.2200012207031,71.4169998168945,71.4960021972656,71.5189971923828,71.5739974975586,71.640998840332,71.8649978637695
Bangladesh,BGD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,56.4799995422363,56.4480018615723,56.4539985656738,56.5009994506836,56.5950012207031,56.7389984130859,56.8310012817383,56.9790000915527,57.1570014953613,57.3300018310547,57.4749984741211,57.5369987487793,57.5859985351563,57.6150016784668,57.6220016479492,57.6129989624023,57.4830017089844,57.3549995422363,57.2280006408691,57.1049995422363,56.9869995117188,56.8839988708496,56.7900009155273,56.7019996643066,56.617000579834,56.5299987792969,56.435001373291
Barbados,BRB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,69.0059967041016,67.6269989013672,68.4530029296875,69.088996887207,69.5930023193359,70.2900009155273,69.5199966430664,69.4609985351563,69.2770004272461,69.0609970092773,68.8339996337891,68.8710021972656,68.9209976196289,68.9769973754883,69.6149978637695,69.5149993896484,69.3150024414063,69.0739974975586,68.7870025634766,68.4609985351563,68.0059967041016,67.8610000610352,66.7360000610352,67.3769989013672,65.2480010986328,65.6699981689453,66.3050003051758
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.7700004577637,59.507999420166,59.314998626709,59.1679992675781,59.1160011291504,59.1199989318848,58.9949989318848,58.8330001831055,58.7509994506836,58.75,59.068000793457,59.3709983825684,59.6940002441406,60.0379981994629,60.4119987487793,60.8419990539551,61.2000007629395,61.6290016174316,62.0970001220703,62.5769996643066,63.0069999694824,63.3409996032715,63.6440010070801,63.9059982299805,64.1110000610352,64.2590026855469,64.2490005493164
Belgium,BEL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,48.2700004577637,49.125,49.3889999389648,49.4990005493164,50.1199989318848,50.4020004272461,50.3230018615723,50.4119987487793,50.6870002746582,51.8450012207031,52.2000007629395,50.7210006713867,50.9420013427734,51.0540008544922,51.7610015869141,53.1710014343262,53.0040016174316,53.5740013122559,53.5999984741211,53.382999420166,53.9679985046387,53.0719985961914,53.1380004882813,53.4930000305176,53.548999786377,53.4449996948242,53.2330017089844
Belize,BLZ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,58.3279991149902,58.492000579834,58.6230010986328,58.6399993896484,58.5550003051758,58.7400016784668,59.0180015563965,59.4570007324219,59.931999206543,60.4640007019043,61.0429992675781,61.5950012207031,62.181999206543,62.7820014953613,63.3680000305176,63.9249992370605,64.6480026245117,65.3249969482422,65.9690017700195,66.5879974365234,67.1790008544922,68.0309982299805,68.745002746582,67.9889984130859,67.2220001220703,66.431999206543,66.7949981689453
Benin,BEN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,72.4250030517578,72.4680023193359,72.484001159668,72.5709991455078,72.629997253418,72.6600036621094,72.6360015869141,72.5790023803711,72.4889984130859,72.3679962158203,72.2160034179688,72.0319976806641,71.8199996948242,71.879997253418,71.8880004882813,71.8509979248047,71.754997253418,71.6169967651367,71.4459991455078,71.2519989013672,71.0439987182617,70.8639984130859,70.8519973754883,70.8270034790039,70.802001953125,70.7870025634766,70.7890014648438
Bermuda,BMU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,64.463996887207,64.0940017700195,63.8019981384277,63.5419998168945,63.2589988708496,62.9589996337891,63.2179985046387,63.5439987182617,63.951000213623,64.4830017089844,65.1589965820313,66.3619995117188,67.6269989013672,68.8420028686523,69.8990020751953,70.7330017089844,71.181999206543,71.4789962768555,71.6399993896484,71.7040023803711,69.8259963989258,67.9749984741211,65.5599975585938,66.0979995727539,64.3850021362305,66.6060028076172,66.5299987792969
Bolivia,BOL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,68.3889999389648,68.6790008544922,68.713996887207,68.9520034790039,69.234001159668,69.5339965820313,69.8199996948242,70.1709976196289,70.2600021362305,70.3199996948242,70.3690032958984,70.8099975585938,71.2490005493164,71.6829986572266,72.1029968261719,72.5029983520508,72.8919982910156,71.7089996337891,72.068000793457,72.0579986572266,71.9749984741211,71.8190002441406,68.9130020141602,69.3050003051758,71.2890014648438,67.0469970703125,67.3580017089844
Bosnia and Herzegovina,BIH,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,52.0690002441406,51.8240013122559,51.5110015869141,51.1479988098145,50.7589988708496,50.3600006103516,50.1440010070801,49.9560012817383,49.7859992980957,49.6209983825684,49.4539985656738,49.2649993896484,49.0849990844727,48.9179992675781,48.7849998474121,48.8740005493164,48.7039985656738,48.5719985961914,48.4659996032715,48.3619995117188,48.2130012512207,47.9679985046387,47.6609992980957,47.3139991760254,46.951000213623,46.7439994812012,46.7270011901855
Botswana,BWA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,62.4500007629395,62.2770004272461,62.1160011291504,61.9550018310547,61.7779998779297,61.576000213623,61.3380012512207,61.0699996948242,60.8460006713867,59.9129981994629,58.9529991149902,59.6510009765625,60.4039993286133,61.1920013427734,61.9809989929199,62.75,63.5309982299805,63.4070014953613,63.2859992980957,63.1730003356934,60.2729988098145,64.5449981689453,68.1669998168945,71.2689971923828,71.3710021972656,71.4980010986328,71.6050033569336
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,62.1790008544922,62.4729995727539,62.7639999389648,63.0509986877441,63.3409996032715,63.6339988708496,63.8930015563965,64.1549987792969,64.4209976196289,64.6949996948242,64.9800033569336,65.2669982910156,66.0630035400391,66.1139984130859,66.8300018310547,67.0370025634766,67.2440032958984,66.818000793457,66.9189987182617,66.9990005493164,65.8369979858398,64.6480026245117,64.3499984741211,64.2289962768555,63.9500007629395,64.0989990234375,63.8359985351563
British Virgin Islands,VGB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,65.0169982910156,65.1740036010742,65.3759994506836,65.6389999389648,65.9629974365234,66.3320007324219,66.4919967651367,66.7350006103516,67.0839996337891,67.5120010375977,67.9660034179688,67.7300033569336,67.4700012207031,67.3720016479492,67.4209976196289,67.5500030517578,67.3759994506836,67.2570037841797,67.25,67.3619995117188,67.5490036010742,67.7229995727539,67.8300018310547,67.8929977416992,67.9449996948242,67.5770034790039,67.1890029907227
Bulgaria,BGR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,57.9710006713867,57.8569984436035,57.7719993591309,56.8330001831055,55.8779983520508,54.9080009460449,53.9640007019043,53.0169982910156,52.0419998168945,51.0019989013672,49.8800010681152,51.6469993591309,51.1660003662109,50.2770004272461,51.0750007629395,50.3790016174316,52.326000213623,53.7939987182617,55.1300010681152,54.3300018310547,53.4080009460449,52.5330009460449,53.0719985961914,53.8610000610352,54.1510009765625,54.1800003051758,53.4539985656738
Burkina Faso,BFA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,83.0910034179688,83.1389999389648,82.6149978637695,82.0650024414063,81.5009994506836,80.9089965820313,80.2919998168945,79.6679992675781,79.0240020751953,78.3659973144531,77.7050018310547,77.0220031738281,76.3300018310547,75.6190032958984,74.8970031738281,74.1510009765625,73.3899993896484,72.6959991455078,71.963996887207,71.1920013427734,70.3789978027344,69.5240020751953,68.625,67.6800003051758,66.6859970092773,66.6689987182617,66.6500015258789
Burundi,BDI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,90.6259994506836,90.1579971313477,89.6110000610352,88.9889984130859,88.3000030517578,87.5500030517578,86.8030014038086,85.9899978637695,85.1009979248047,84.4039993286133,83.6709976196289,83.0920028686523,82.5419998168945,82.0270004272461,81.5559997558594,81.1279983520508,80.7099990844727,80.318000793457,79.9509963989258,79.6179962158203,79.3239974975586,78.9960021972656,78.7060012817383,78.4369964599609,78.1640014648438,78.5120010375977,78.8109970092773
Cabo Verde,CPV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,61.5929985046387,61.8199996948242,61.9879989624023,62.1080017089844,62.1629981994629,62.1699981689453,62.0730018615723,61.9160003662109,61.7000007629395,61.4300003051758,61.1020011901855,60.8110008239746,60.4589996337891,60.0690002441406,59.6549987792969,59.2869987487793,59.1879997253418,59.1220016479492,59.1259994506836,59.189998626709,59.2449989318848,59.3390007019043,59.4749984741211,59.6319999694824,59.7919998168945,59.9550018310547,60.0960006713867
Cambodia,KHM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,80.0859985351563,80.2089996337891,80.4449996948242,80.745002746582,80.7890014648438,80.6569976806641,80.3990020751953,80.3570022583008,80.1559982299805,80,78.6019973754883,83.2620010375977,82.6579971313477,81.8160018920898,80.5770034790039,81.5169982910156,82.4489974975586,83.3249969482422,84.1500015258789,84.7760009765625,85.3929977416992,85.1890029907227,84.9860000610352,84.7900009155273,84.629997253418,84.4940032958984,84.379997253418
Cameroon,CMR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,77.7119979858398,77.7289962768555,77.713996887207,77.6800003051758,77.5780029296875,77.4280014038086,77.3040008544922,77.1330032348633,76.9280014038086,76.7099990844727,76.4929962158203,76.3440017700195,76.1989974975586,76.0650024414063,75.9459991455078,75.8519973754883,75.8619995117188,75.8659973144531,75.875,75.9000015258789,75.9359970092773,76.0260009765625,76.1070022583008,76.1689987182617,76.2009963989258,76.193000793457,76.1890029907227
Canada,CAN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,66.7770004272461,66.2539978027344,65.3489990234375,64.9899978637695,64.7809982299805,64.4079971313477,64.2210006713867,64.4179992675781,64.6809997558594,65.0749969482422,65.2710037231445,65.3720016479492,66.3280029296875,67.0589981079102,67.0019989013672,66.6650009155273,66.572998046875,67.0469970703125,67.2080001831055,66.7509994506836,66.5810012817383,66.3720016479492,66.2060012817383,66.1679992675781,65.6999969482422,65.5439987182617,65.390998840332
Cayman Islands,CYM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,72.286003112793,72.2320022583008,72.1709976196289,72.0790023803711,71.9680023193359,71.8450012207031,71.7990036010742,71.7170028686523,71.6240005493164,71.5240020751953,71.4339981079102,71.4380035400391,71.4100036621094,71.3830032348633,71.3249969482422,71.2809982299805,71.3779983520508,71.447998046875,71.4909973144531,71.4909973144531,71.4400024414063,71.6289978027344,71.7369995117188,71.8509979248047,71.7919998168945,71.6579971313477,71.4810028076172
Chad,TCD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,72.2200012207031,72.2639999389648,72.2839965820313,72.3300018310547,72.3199996948242,72.3199996948242,72.3939971923828,72.4349975585938,72.4509963989258,72.4660034179688,72.4729995727539,72.5169982910156,72.536003112793,72.5149993896484,72.4280014038086,72.3280029296875,72.3290023803711,72.2789993286133,72.1910018920898,72.072998046875,71.9120025634766,71.8399963378906,71.7160034179688,71.5780029296875,71.4160003662109,71.2490005493164,71.1640014648438
Channel Islands,CHI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,57.6080017089844,57.7019996643066,57.7970008850098,58.0810012817383,58.476001739502,58.4799995422363,58.382999420166,58.4539985656738,58.7890014648438,59.1469993591309,59.2410011291504,59.2290000915527,59.3349990844727,59.3110008239746,59.109001159668,59.2019996643066,59.1629981994629,59.0550003051758,58.8720016479492,58.765998840332,58.6380004882813,58.060001373291,57.9309997558594,57.798999786377,57.8050003051758,57.7669982910156,57.648998260498
Chile,CHL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,53.9160003662109,53.8050003051758,54.9669990539551,56.2410011291504,56.1839981079102,55.1529998779297,54.9879989624023,55.3050003051758,55.7130012512207,55.7439994812012,54.476001739502,54.4550018310547,54.0880012512207,54.3580017089844,55.8240013122559,55.3300018310547,56.0200004577637,57.5040016174316,58.3940010070801,58.0410003662109,60.757999420166,61.9690017700195,61.8959999084473,61.9889984130859,62.1969985961914,62.2649993896484,62.140998840332
China,CHN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,79.1330032348633,79.0479965209961,78.9830017089844,78.9209976196289,78.8310012817383,78.6900024414063,78.4980010986328,78.2570037841797,77.963996887207,77.6159973144531,77.2170028686523,76.4909973144531,75.6869964599609,74.8519973754883,74.0660018920898,73.3789978027344,72.786003112793,72.3010025024414,71.879997253418,71.4509963989258,70.9729995727539,70.7440032958984,70.5270004272461,70.3010025024414,70.0390014648438,69.7320022583008,69.3659973144531
Colombia,COL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,53.4879989624023,53.8079986572266,54.1990013122559,54.4589996337891,55.3209991455078,56.1879997253418,57.0670013427734,57.9459991455078,58.8250007629395,59.7089996337891,60.5989990234375,61.5040016174316,62.4150009155273,63.3240013122559,64.2200012207031,65.0970001220703,65.9580001831055,66.7949981689453,67.6100006103516,68.4039993286133,68.9899978637695,69.7900009155273,70.6849975585938,70.5039978027344,70.3649978637695,70.5830001831055,70.265998840332
Comoros,COM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,42.7360000610352,42.8810005187988,42.8170013427734,42.8050003051758,42.8769989013672,42.7910003662109,42.7449989318848,42.6080017089844,42.4939994812012,42.3689994812012,42.1360015869141,42.0289993286133,41.9280014038086,41.8450012207031,41.7929992675781,41.7630004882813,41.7680015563965,41.8279991149902,41.9220008850098,42.0169982910156,42.1290016174316,42.2509994506836,42.3819999694824,42.5139999389648,42.6660003662109,42.8279991149902,42.9599990844727
"Congo, Dem. Rep.",COD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,71.7089996337891,71.8550033569336,71.995002746582,72.1340026855469,72.1760025024414,72.1370010375977,72.2099990844727,72.2570037841797,72.2419967651367,72.2249984741211,72.2279968261719,72.2850036621094,72.3050003051758,72.3050003051758,72.2929992675781,72.2760009765625,72.338996887207,72.3679962158203,72.3789978027344,72.4010009765625,72.4029998779297,72.4660034179688,72.5059967041016,72.5139999389648,72.4879989624023,72.431999206543,72.4209976196289
"Congo, Rep.",COG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,68.4800033569336,68.3119964599609,68.1340026855469,67.995002746582,67.9290008544922,67.8239974975586,67.7519989013672,67.7679977416992,67.7900009155273,67.9010009765625,67.947998046875,68.0670013427734,68.1780014038086,68.3359985351563,68.4980010986328,68.6539993286133,68.7990036010742,69.0390014648438,69.2279968261719,69.3840026855469,69.4919967651367,69.7050018310547,69.8270034790039,69.8759994506836,69.8379974365234,69.7850036621094,69.7409973144531
Costa Rica,CRI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,58.4459991455078,58.2309989929199,57.351001739502,58.064998626709,58.4599990844727,59.431999206543,57.4710006713867,59.6500015258789,61.1689987182617,60.7550010681152,59.4500007629395,61.4360008239746,61.3540000915527,61.5379981994629,60.3040008544922,62.4980010986328,62.1520004272461,62.9620018005371,62.6199989318848,62,60.5270004272461,61.9630012512207,61.4140014648438,61.5810012817383,62.9259986877441,62.1699981689453,59.4169998168945
Cote d'Ivoire,CIV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,67.7750015258789,67.6159973144531,67.411003112793,67.177001953125,66.9369964599609,66.6679992675781,66.5449981689453,66.4580001831055,66.3580017089844,65.9369964599609,65.5179977416992,65.0899963378906,64.6480026245117,64.1890029907227,63.7099990844727,63.2130012512207,62.7169990539551,62.2109985351563,61.689998626709,61.1539993286133,60.6059989929199,60.0499992370605,59.492000579834,58.9379997253418,58.3979988098145,57.8800010681152,57.3680000305176
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,57.8409996032715,57.617000579834,57.109001159668,56.5909996032715,56.060001373291,55.5180015563965,55.0730018615723,54.6650009155273,54.2919998168945,53.9529991149902,53.6459999084473,53.2890014648438,52.2910003662109,52.3300018310547,53.4900016784668,53.2980003356934,52.7179985046387,53.1059989929199,53.2840003967285,53.2669982910156,52.6790008544922,51.8839988708496,51.4129981994629,50.8730010986328,52.4220008850098,52.8899993896484,51.4869995117188
Cuba,CUB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,49.9770011901855,50.2220001220703,50.4879989624023,50.6860008239746,51.0279998779297,51.2939987182617,51.6059989929199,51.7190017700195,51.7099990844727,51.7849998474121,51.8779983520508,51.8959999084473,51.9049987792969,51.9630012512207,52.0499992370605,52.8040008544922,53.5139999389648,54.2589988708496,54.7929992675781,55.882999420166,55.4650001525879,55.3740005493164,55.2459983825684,55.0810012817383,54.8660011291504,54.6879997253418,54.423999786377
Curacao,CUW,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.8520011901855,60.2439994812012,60.109001159668,60.1609992980957,60.5439987182617,60.0859985351563,60.3860015869141,60.8030014038086,60.5219993591309,60.5309982299805,60.8019981384277,62.0800018310547,62.0219993591309,63.0540008544922,63.4339981079102,63.0180015563965,63.2410011291504,63.5540008544922,63.4119987487793,63.5880012512207,64.0449981689453,63.1949996948242,62.8400001525879,62.6969985961914,63.2459983825684,62.6380004882813,62.867000579834
Czech Republic,CZE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.9290008544922,61.2639999389648,61.2939987182617,61.3549995422363,61.5449981689453,61.4049987792969,61.0550003051758,60.4990005493164,60.4889984130859,60.5870018005371,60.125,59.742000579834,59.6180000305176,59.3699989318848,59.1290016174316,59.4990005493164,59.318000793457,58.8569984436035,58.4860000610352,58.601001739502,58.3489990234375,58.226001739502,58.6599998474121,59.3540000915527,59.439998626709,59.6199989318848,60.1419982910156
